rank,male_name,male_count,female_name,female_count
1,John,9026,Mary,9889
2,William,8252,Anna,4283
3,James,5355,Emma,2764
4,George,4671,Elizabeth,2680
5,Charles,4533,Minnie,2372
6,Frank,3127,Margaret,2275
7,Joseph,2594,Ida,2049
8,Robert,2443,Bertha,2001
9,Henry,2404,Clara,1916
10,Thomas,2337,Florence,1860
11,Edward,2312,Alice,1811
12,Harry,2257,Bessie,1791
13,Walter,1880,Annie,1765
14,Arthur,1656,Grace,1723
15,Fred,1599,Ethel,1699
16,Albert,1488,Sarah,1569
17,Clarence,995,Nellie,1492
18,Samuel,870,Martha,1491
19,Louis,846,Ella,1464
20,Roy,767,Mabel,1422
21,Joe,759,Carrie,1396
22,Charlie,723,Laura,1372
23,Richard,720,Edna,1314
24,David,674,Lillian,1282
25,Ernest,668,Helen,1267
26,Oscar,645,Rose,1261
27,Will,642,Gertrude,1249
28,Willie,641,Cora,1231
29,Andrew,614,Pearl,1204
30,Jesse,614,Maude,1189
31,Earl,570,Edith,1184
32,Carl,556,Eva,1155
33,Daniel,555,Hattie,1139
34,Sam,519,Jennie,1100
35,Elmer,485,Myrtle,1094
36,Alfred,480,Julia,1061
37,Howard,467,Louise,1061
38,Paul,466,Frances,1059
39,Benjamin,463,Mattie,1044
40,Frederick,461,Lula,1040
41,Ralph,440,Jessie,1003
42,Peter,437,Lillie,995
43,Lewis,431,Lena,992
44,Herman,418,Marie,988
45,Grover,407,Catherine,916
46,Herbert,400,Ada,915
47,Lee,399,Josephine,844
48,Claude,391,Fannie,837
49,Jim,389,Dora,827
50,Tom,383,Lucy,817
51,Eugene,362,Blanche,787
52,Raymond,353,Agnes,779
53,Michael,348,Maggie,756
54,Jacob,346,Katherine,744
55,Francis,344,Mamie,712
56,Ben,335,Nora,708
57,Lawrence,331,Stella,702
58,Martin,329,Elsie,698
59,Edwin,313,Rosa,673
60,Harvey,310,Effie,672
61,Edgar,309,Mae,641
62,Clyde,307,Alma,603
63,Ed,303,Daisy,602
64,Jack,299,May,602
65,Chester,287,Nettie,591
66,Floyd,275,Ruth,581
67,Ray,271,Della,565
68,Otto,270,Sadie,562
69,Theodore,258,Susie,559
70,Guy,255,Ellen,551
71,Luther,253,Lizzie,512
72,Patrick,249,Nancy,492
73,Leo,240,Sallie,490
74,Leonard,236,Maud,478
75,Oliver,230,Lottie,450
76,Bert,228,Flora,443
77,Hugh,227,Viola,440
78,Harold,224,Irene,437
79,Homer,224,Etta,433
80,Isaac,224,Katie,431
81,Charley,214,Hazel,429
82,Allen,211,Mollie,421
83,Alexander,206,Addie,417
84,August,203,Olive,404
85,Ira,198,Esther,396
86,Eddie,197,Georgia,395
87,Philip,187,Lydia,392
88,Marion,182,Willie,388
89,Jessie,181,Kathryn,383
90,Stephen,181,Lulu,376
91,Bernard,180,Amanda,370
92,Archie,175,Caroline,370
93,Anthony,174,Emily,369
94,Julius,173,Charlotte,368
95,Clifford,172,Rebecca,355
96,Alex,161,Virginia,353
97,Norman,161,Nannie,347
98,Lester,160,Beulah,345
99,Horace,156,Harriet,341
100,Leroy,155,Kate,335
101,Sidney,155,Amelia,326
102,Dan,154,Susan,323
103,Everett,150,Ollie,318
104,Willis,150,Matilda,309
105,Victor,146,Jane,306
106,Milton,145,Ruby,301
107,Lloyd,144,Mildred,289
108,Warren,144,Henrietta,288
109,Leon,142,Eliza,287
110,Perry,141,Ora,287
111,Jess,140,Pauline,276
112,Dave,139,Theresa,276
113,Rufus,139,Marion,273
114,Leslie,136,Eleanor,271
115,Nathan,136,Belle,270
116,Emil,127,Hannah,254
117,Franklin,127,Sara,247
118,Jerry,125,Estella,246
119,Percy,122,Nina,238
120,Amos,121,Augusta,237
121,Wesley,121,Iva,237
122,Russell,115,Dorothy,230
123,Alvin,112,Lela,230
124,Matthew,112,Ann,229
125,Calvin,109,Leona,227
126,Jay,107,Amy,226
127,Ross,107,Mayme,219
128,Alonzo,106,Sophia,218
129,Mark,106,Estelle,216
130,Wilbur,106,Rachel,213
131,Earnest,105,Josie,212
132,Marshall,105,Anne,211
133,Wallace,104,Barbara,207
134,Adam,103,Goldie,204
135,Gus,102,Evelyn,203
136,Glenn,99,Inez,197
137,Otis,99,Beatrice,192
138,Dennis,98,Lola,191
139,Levi,97,Mable,187
140,Mack,97,Ola,186
141,Maurice,97,Eula,181
142,Simon,97,Maria,180
143,Claud,96,Allie,178
144,Morris,96,Nell,175
145,Adolph,95,Millie,170
146,Cornelius,95,Delia,169
147,Jake,95,Betty,167
148,Stanley,95,Vera,167
149,Elbert,94,Essie,163
150,Emmett,94,Victoria,162
151,Phillip,94,Alta,159
