rank,male_name,male_count,female_name,female_count
1,John,53529,Mary,65841
2,William,43972,Helen,33706
3,James,42392,Dorothy,31734
4,Robert,41027,Margaret,26237
5,Charles,25191,Ruth,24565
6,George,25170,Mildred,17300
7,Joseph,24264,Virginia,15637
8,Edward,18534,Elizabeth,15287
9,Frank,15702,Frances,15107
10,Thomas,13434,Anna,14498
11,Walter,12880,Evelyn,13321
12,Richard,12440,Marie,12009
13,Harold,12021,Alice,11141
14,Raymond,11383,Florence,10482
15,Paul,11307,Betty,10106
16,Henry,10614,Irene,9712
17,Donald,9903,Lillian,9516
18,Albert,9607,Doris,9434
19,Arthur,9540,Rose,9195
20,Harry,8989,Louise,8812
21,Jack,8264,Gladys,8717
22,Ralph,7710,Edna,8404
23,Willie,6942,Catherine,8334
24,Howard,6844,Ruby,8334
25,Clarence,6825,Martha,8321
26,Kenneth,6795,Josephine,8104
27,David,6717,Lucille,7856
28,Louis,6661,Ethel,7810
29,Carl,6474,Edith,7767
30,Fred,6092,Eleanor,7611
31,Earl,5975,Thelma,7557
32,Roy,5969,Hazel,7430
33,Eugene,5892,Marjorie,7335
34,Francis,5726,Grace,7194
35,Joe,5709,Annie,7146
36,Ernest,5296,Pauline,6973
37,Stanley,5238,Jean,6799
38,Lawrence,5205,Esther,6248
39,Leonard,5010,Gertrude,6015
40,Herbert,4960,Lois,5976
41,Anthony,4737,Beatrice,5856
42,Alfred,4615,Bernice,5793
43,Samuel,4473,Clara,5404
44,Elmer,3981,Marion,5158
45,Bernard,3915,Emma,5087
46,Michael,3910,Sarah,5022
47,Andrew,3851,Elsie,4995
48,Norman,3808,Julia,4950
49,Leo,3802,Ann,4924
50,Russell,3646,Agnes,4901
51,Daniel,3528,Katherine,4846
52,Edwin,3450,Bertha,4754
53,Chester,3432,Jane,4526
54,Theodore,3424,Rita,4516
55,Leroy,3422,Eva,4484
56,Melvin,3384,Pearl,4273
57,Peter,3375,Ida,4163
58,Lloyd,3238,Viola,4129
59,Floyd,3121,Bessie,4106
60,Clifford,3040,Barbara,4084
61,Herman,3027,Willie,4049
62,Lester,3020,Lorraine,3977
63,Marvin,2997,Anne,3975
64,Frederick,2933,June,3963
65,Vernon,2929,Vera,3848
66,Charlie,2891,Kathryn,3826
67,Clyde,2885,Myrtle,3816
68,Victor,2751,Geraldine,3727
69,Ray,2722,Nellie,3726
70,Gerald,2689,Stella,3700
71,Vincent,2531,Laura,3663
72,Philip,2530,Vivian,3639
73,Milton,2447,Juanita,3636
74,Lewis,2430,Violet,3597
75,Sam,2384,Jessie,3530
76,Alvin,2383,Alma,3438
77,Jesse,2356,Sylvia,3412
78,Cecil,2300,Mabel,3405
79,Benjamin,2279,Charlotte,3353
80,Leon,2250,Minnie,3272
81,Martin,2204,Lillie,3262
82,Lee,2190,Marian,3262
83,Warren,2180,Norma,3198
84,Glenn,2153,Phyllis,3189
85,Harvey,2027,Maxine,3183
86,Gordon,2017,Wilma,3170
87,Willard,2014,Ella,3158
88,Oscar,1991,Genevieve,3155
89,Edgar,1985,Shirley,3149
90,Wayne,1955,Leona,3033
91,Woodrow,1808,Lucy,3007
92,Claude,1772,Ellen,2929
93,Everett,1772,Jennie,2928
94,Arnold,1767,Lena,2872
95,Johnnie,1716,Mattie,2856
96,Sidney,1716,Marguerite,2835
97,Stephen,1693,Blanche,2668
98,Wilbur,1689,Opal,2652
99,Eddie,1660,Mae,2634
100,Morris,1660,Nancy,2629
101,Allen,1653,Kathleen,2586
102,Gilbert,1592,Theresa,2380
103,Virgil,1570,Eileen,2346
104,Homer,1547,Velma,2341
105,Leslie,1539,Emily,2307
106,Marion,1488,Georgia,2283
107,Wallace,1481,Geneva,2262
108,Jessie,1473,Beulah,2212
109,Maurice,1473,Sophie,2200
110,Max,1458,Rosa,2189
111,Irving,1440,Carrie,2180
112,Dale,1428,Sara,2171
113,Alexander,1422,Harriet,2168
114,Hubert,1416,Patricia,2144
115,Hugh,1416,Audrey,2114
116,Glen,1389,Christine,2111
