rank,male_name,male_count,female_name,female_count
1,Michael,90620,Mary,61750
2,James,84837,Debra,48299
3,Robert,83898,Linda,48065
4,David,81596,Deborah,47831
5,John,80761,Susan,46567
6,William,58934,Patricia,43328
7,Richard,52891,Karen,40042
8,Mark,48811,Cynthia,32341
9,Thomas,44800,Barbara,32303
10,Steven,38385,Donna,29852
11,Charles,35207,Nancy,28784
12,Joseph,32715,Pamela,26914
13,Gary,31794,Sharon,26882
14,Donald,28202,Sandra,24293
15,Ronald,27725,Diane,22511
16,Kenneth,27406,Carol,21402
17,Paul,26873,Kathleen,21370
18,Daniel,26623,Cheryl,21278
19,Timothy,23268,Brenda,19340
20,Jeffrey,23261,Kathy,17171
21,Larry,22294,Janet,16763
22,Kevin,21764,Elizabeth,16340
23,Stephen,21190,Denise,14506
24,Gregory,21082,Teresa,14465
25,Edward,19417,Margaret,13914
26,Dennis,18354,Janice,13013
27,George,17222,Rebecca,12171
28,Randy,16549,Catherine,12067
29,Douglas,16364,Robin,11616
30,Anthony,15552,Joyce,11092
31,Terry,15048,Lisa,11016
32,Bruce,14659,Theresa,10841
33,Brian,14649,Carolyn,10639
34,Scott,13219,Laura,10568
35,Jerry,12616,Judy,10193
36,Keith,11476,Cathy,10135
37,Peter,11318,Cindy,9986
38,Frank,11144,Kim,9892
39,Raymond,11094,Debbie,9865
40,Patrick,10327,Beverly,9452
41,Roger,10134,Shirley,9425
42,Lawrence,8881,Christine,9376
43,Ricky,8772,Connie,9362
44,Alan,8722,Betty,9214
45,Wayne,8720,Judith,9110
46,Danny,8548,Ann,8984
47,Christopher,8372,Paula,8923
48,Carl,8304,Julie,8573
49,Gerald,7979,Gail,8438
50,Dale,7707,Jane,8245
51,Craig,7427,Bonnie,8133
52,Russell,7403,Joan,8078
53,Walter,7012,Gloria,7923
54,Randall,6898,Sherry,7896
55,Johnny,6640,Sheila,7870
56,Andrew,6594,Diana,7852
57,Jeffery,6566,Vicki,7761
58,Willie,6504,Lynn,7735
59,Steve,6476,Martha,7708
60,Arthur,6277,Kathryn,7589
61,Glenn,6198,Wanda,7551
62,Roy,6127,Rhonda,7524
63,Joe,6121,Peggy,7490
64,Philip,6107,Rose,7340
