rank,male_name,male_count,female_name,female_count
1,Michael,82445,Lisa,52435
2,David,66808,Kimberly,33103
3,James,61699,Michelle,30826
4,John,61623,Mary,25318
5,Robert,56380,Susan,22262
6,William,37621,Karen,21540
7,Mark,34931,Angela,19540
8,Richard,33589,Tammy,18651
9,Christopher,29425,Melissa,18380
10,Brian,28652,Jennifer,18235
11,Timothy,28588,Patricia,17748
12,Thomas,28276,Amy,16129
13,Jeffrey,28096,Elizabeth,16115
14,Steven,27036,Christine,15991
15,Joseph,25940,Laura,15817
16,Scott,25543,Julie,15545
17,Kevin,24617,Pamela,15368
18,Paul,22842,Cynthia,15337
19,Daniel,22208,Donna,14781
20,Charles,21295,Sandra,14742
21,Anthony,20886,Tina,14158
22,Kenneth,19269,Deborah,14006
23,Eric,17832,Kelly,13722
24,Ronald,16439,Lori,13563
25,Gregory,15784,Stephanie,13349
26,Stephen,15093,Linda,13198
27,Donald,14225,Dawn,13168
28,Matthew,13580,Teresa,12270
29,Todd,13455,Tracy,11953
30,Patrick,12976,Sharon,11926
31,Edward,12659,Brenda,11480
32,Gary,12612,Wendy,11223
33,Douglas,11431,Barbara,11205
34,Keith,11007,Denise,11079
35,Andrew,9976,Cheryl,10768
36,George,9702,Michele,10417
37,Rodney,8440,Nancy,10267
38,Larry,8330,Debra,10221
39,Peter,8324,Rebecca,9819
40,Troy,7937,Kathleen,9209
41,Jerry,7781,Rhonda,9073
42,Terry,7686,Maria,8865
43,Dennis,7638,Theresa,8105
44,Sean,7504,Diane,7813
45,Frank,7428,Paula,7694
46,Craig,7311,Robin,7693
47,Jeffery,7232,Carol,7489
48,Raymond,7066,Andrea,7413
49,Randy,6795,Kim,7404
50,Tony,6222,Jill,7402
51,Shawn,6139,Sherry,7131
52,Bryan,6016,Jacqueline,6952
53,Roger,5720,Christina,6600
54,Jason,5336,Gina,6362
55,Bruce,5070,Catherine,6345
56,Jonathan,4920,Sheila,6325
57,Carl,4896,Ann,6248
58,Russell,4888,Margaret,6227
59,Gerald,4872,Cindy,5781
60,Chris,4620,Carolyn,5715
61,Alan,4567,Janet,5656
62,Wayne,4468,Renee,5564
63,Darren,4440,Suzanne,5486
64,Jose,4414,Kathy,5405
65,Vincent,4397,Diana,5339
66,Bradley,4345,Leslie,5318
67,Lawrence,4344,Beth,5181
68,Danny,4312,Tonya,5166
69,Samuel,4232,Stacey,5118
70,Johnny,4169,Monica,4963
71,Jon,4162,Dana,4932
72,Randall,4065,Laurie,4925
73,Phillip,4051,Valerie,4755
74,Jimmy,4024,Stacy,4596
75,Ricky,4018,Connie,4578
76,Billy,3984,Katherine,4558
77,Curtis,3967,Terri,4522
78,Dean,3916,Tracey,4501
79,Steve,3910,April,4464
80,Martin,3831,Regina,4363
81,Walter,3811,Lynn,4197
82,Philip,3791,Carla,4184
83,Bobby,3780,Sarah,4139
84,Mike,3757,Anne,4102
85,Joe,3718,Annette,4007
86,Darrell,3652,Tamara,4000
87,Jay,3614,Heather,3905
88,Jeff,3592,Heidi,3864
89,Dale,3533,Sherri,3841
90,Joel,3477,Debbie,3744
91,Glenn,3442,Anna,3721
92,Willie,3391,Kathryn,3693
93,Henry,3332,Victoria,3662
94,Arthur,3309,Shelly,3650
95,Roy,3275,Melinda,3635
96,Barry,3206,Colleen,3621
97,Victor,3198,Kristin,3599
98,Tracy,3169,Anita,3516
99,Albert,3168,Janice,3515
100,Allen,3126,Wanda,3471
101,Marc,3102,Shannon,3445
102,Kelly,3100,Bonnie,3372
103,Lee,2962,Jodi,3367
104,Harold,2958,Deanna,3348
105,Chad,2945,Rachel,3315
106,Aaron,2912,Kristine,3293
107,Louis,2897,Carrie,3196
108,Brent,2862,Veronica,3175
109,Darryl,2826,Holly,3153
110,Frederick,2814,Melanie,3109
111,Brett,2794,Darlene,3070
112,Jack,2788,Beverly,3006
113,Kurt,2744,Vicki,2988
114,Ronnie,2708,Sonya,2980
115,Micheal,2701,Sheri,2958
116,Tim,2624,Joyce,2942
117,Ralph,2550,Martha,2911
118,Adam,2526,Cathy,2827
119,Benjamin,2508,Penny,2811
120,Derrick,2504,Judy,2799
121,Juan,2474,Yolanda,2798
122,Eugene,2452,Julia,2774
123,Derek,2449,Nicole,2773
124,Marvin,2429,Kristen,2753
125,Leonard,2414,Yvette,2745
126,Reginald,2403,Marie,2736
127,Tommy,2357,Jane,2728
128,Ernest,2349,Yvonne,2707
129,Nicholas,2294,Maureen,2702
130,Carlos,2293,Judith,2664
131,Howard,2286,Amanda,2660
132,Eddie,2277,Tanya,2659
133,Erik,2249,Sabrina,2627
134,Stanley,2243,Gloria,2615
135,Jesse,2185,Virginia,2553
136,Dwayne,2155,Jean,2547
137,Andre,2152,Betty,2543
138,Kyle,2142,Crystal,2522
139,Duane,2110,Ellen,2522
140,Greg,2099,Jamie,2512
141,Darrin,2029,Shirley,2510
142,Darin,2017,Shelley,2509
143,Kirk,1994,Traci,2444
144,Antonio,1986,Vickie,2424
145,Shane,1972,Ruth,2420
146,Norman,1954,Rita,2373
147,Ryan,1928,Joanne,2337
148,Harry,1879,Dorothy,2316
149,Theodore,1859,Joan,2306
150,Melvin,1842,Alicia,2305
151,Jim,1807,Peggy,2263
152,Lance,1806,Rose,2252
153,Jerome,1797,Toni,2244
154,Calvin,1782,Sheryl,2239
155,Brad,1771,Sara,2216
156,Luis,1743,Sylvia,2210
157,Glen,1711,Carmen,2173
158,Karl,1696,Helen,2156
159,Mitchell,1696,Felicia,2090
160,Fred,1690,Charlene,2078
161,Edwin,1664,Natalie,2032
162,Stacy,1657,Becky,2031
163,Earl,1652,Gail,2023
164,Alfred,1634,Charlotte,2021
165,Ray,1619,Kristi,2010
166,Travis,1602,Kimberley,2003
167,Wesley,1591,Marilyn,1960
168,Rick,1589,Alice,1928
169,Francis,1584,Joy,1886
170,Manuel,1575,Vanessa,1871
171,Tyrone,1566,Frances,1869
172,Warren,1553,Jeanette,1852
173,Maurice,1529,Norma,1828
174,Clifford,1514,Kelli,1810
175,Tom,1490,Belinda,1809
176,Marcus,1475,Samantha,1805
177,Don,1470,Loretta,1803
178,Alexander,1457,Joann,1794
179,Bernard,1443,Ronda,1794
180,Nathan,1434,Eileen,1792
181,Kent,1394,Kristina,1786
182,Clarence,1377,Elaine,1773
183,Daryl,1342,Jessica,1761
184,Dan,1328,Evelyn,1724
185,Lonnie,1325,Erin,1685
186,Christian,1323,Jackie,1682
187,Mario,1309,Audrey,1680
188,Ricardo,1293,Monique,1673
189,Leroy,1277,Shari,1665
190,Bill,1276,Karla,1646
191,Gilbert,1268,Tiffany,1644
192,Wade,1244,Cassandra,1643
193,Alvin,1223,Sally,1639
194,Franklin,1198,Jody,1628
195,Leon,1198,Roberta,1621
196,Byron,1179,Tammie,1620
197,Ruben,1175,Danielle,1619
198,Shannon,1169,Jeanne,1611
199,Guy,1167,Leah,1597
200,Neil,1156,Shawn,1597
201,Herbert,1150,Terry,1593
202,Roberto,1144,Kelley,1588
203,Vernon,1143,Bridget,1556
204,Jesus,1141,Melody,1529
205,Alex,1130,Lorraine,1522
206,Kerry,1124,Sonia,1496
207,Gordon,1115,Tami,1489
208,Lloyd,1081,Shelia,1476
209,Gene,1068,Allison,1455
210,Joey,1068,Caroline,1449
211,Terrence,1065,Juanita,1442
212,Leslie,1063,Katrina,1434
213,Lewis,1062,Sandy,1416
214,Miguel,1059,Jo,1409
215,Kelvin,1058,Phyllis,1396
216,Jody,1056,Lora,1388
217,Dana,1031,Tracie,1346
218,Jamie,1030,Leigh,1344
219,Stacey,1021,Gwendolyn,1337
220,Perry,1015,Sonja,1336
221,Roderick,1009,Rosa,1325
222,Terrance,989,Marsha,1317
223,Dwight,986,Christy,1314
224,Damon,982,Marcia,1309
225,Marty,980,Cheri,1305
226,Nathaniel,977,Kari,1303
227,Timmy,966,Teri,1302
228,Stuart,962,Lynette,1295
229,Gregg,956,Tara,1291
230,Ted,953,Darla,1265
231,Francisco,946,Sue,1259
232,Andy,941,Kerry,1258
233,Hector,934,Dina,1255
234,Oscar,934,Angie,1239
235,Clinton,908,Constance,1234
236,Geoffrey,884,Dianne,1222
237,Floyd,869,Bernadette,1217
238,Jimmie,865,Eva,1211
239,Allan,858,Emily,1206
240,Raul,851,Irene,1197
241,Ron,842,Robyn,1190
242,Ramon,838,Lauren,1184
243,Bret,836,Doris,1177
244,Donnie,836,Ginger,1161
245,Jorge,823,Kellie,1161
246,Kenny,820,Audra,1152
247,Adrian,814,Lynda,1147
248,Jackie,809,Lee,1140
249,Charlie,804,Vicky,1140
250,Trevor,802,Candace,1118
251,Roland,800,Sherrie,1115
252,Jessie,798,Dianna,1109
253,Ross,797,Glenda,1108
254,Javier,796,Trina,1107
255,Fredrick,789,Jana,1074
