rank,male_name,male_count,female_name,female_count
1,Michael,79992,Lisa,56913
2,David,66419,Kimberly,32232
3,James,65180,Mary,28886
4,John,65038,Michelle,27151
5,Robert,59333,Karen,25446
6,William,38260,Susan,23775
7,Mark,34805,Patricia,20112
8,Richard,34467,Tammy,18623
9,Jeffrey,30198,Angela,18532
10,Thomas,29016,Jennifer,18213
11,Timothy,28933,Cynthia,17414
12,Christopher,27877,Donna,17035
13,Steven,27707,Julie,16330
14,Brian,27270,Pamela,16251
15,Joseph,26991,Deborah,16250
16,Scott,26033,Elizabeth,15884
17,Kevin,25588,Sandra,15855
18,Paul,23581,Linda,15561
19,Daniel,23270,Laura,15550
20,Charles,22257,Christine,15548
21,Kenneth,20829,Lori,14673
22,Anthony,20625,Melissa,14253
23,Gregory,17008,Tina,13892
24,Ronald,16957,Dawn,13604
25,Eric,16470,Brenda,13296
26,Stephen,14747,Kelly,13244
27,Donald,14723,Barbara,13121
28,Gary,14159,Sharon,13060
29,Todd,13559,Teresa,13022
30,Edward,13273,Amy,13001
31,Patrick,12416,Tracy,12501
32,Keith,11613,Denise,11795
33,Douglas,11404,Nancy,11729
34,Matthew,10807,Cheryl,11712
35,Rodney,10264,Debra,11260
36,Andrew,10236,Michele,10687
37,George,9942,Kathleen,10496
38,Larry,8714,Stephanie,10163
39,Peter,8578,Rhonda,9804
40,Terry,8456,Rebecca,9776
41,Jerry,8425,Wendy,9517
42,Jeffery,7894,Robin,9441
43,Frank,7794,Kim,9194
44,Dennis,7788,Maria,9113
45,Randy,7764,Diane,8749
46,Craig,7739,Theresa,8700
47,Raymond,7378,Jacqueline,8356
48,Troy,6903,Carol,8259
49,Tony,6570,Jill,7868
50,Sean,6494,Paula,7857
51,Roger,6299,Sheila,7205
52,Bryan,5895,Andrea,7145
53,Bruce,5842,Sherry,6983
54,Shawn,5726,Margaret,6961
55,Chris,5256,Catherine,6960
56,Carl,5226,Cindy,6793
57,Alan,4944,Janet,6433
58,Vincent,4941,Gina,6355
59,Wayne,4886,Kathy,6319
60,Gerald,4865,Carolyn,6122
61,Russell,4861,Ann,5993
62,Danny,4722,Suzanne,5683
63,Darren,4720,Laurie,5665
64,Ricky,4682,Diana,5505
65,Jonathan,4669,Beth,5446
66,Lawrence,4648,Renee,5354
67,Steve,4619,Christina,5343
68,Bradley,4556,Dana,5281
69,Mike,4526,Tracey,5127
70,Randall,4449,Connie,5105
71,Phillip,4403,Leslie,4997
72,Jeff,4394,Terri,4920
73,Johnny,4364,Debbie,4844
74,Joe,4332,Valerie,4816
75,Curtis,4243,Monica,4718
76,Jon,4238,Stacey,4585
77,Jimmy,4235,Carla,4507
78,Martin,4209,Katherine,4497
79,Jose,4186,Annette,4428
80,Billy,4183,Janice,4345
81,Samuel,4161,Lynn,4307
82,Bobby,4068,Regina,4294
83,Walter,4054,Anne,4153
84,Dean,4044,Wanda,4094
85,Dale,3984,Sarah,4035
86,Philip,3957,Kathryn,4007
87,Barry,3918,Heidi,3967
88,Darryl,3816,Anita,3870
89,Jason,3770,Shelly,3856
90,Glenn,3663,Bonnie,3843
91,Jay,3598,Stacy,3776
92,Henry,3578,Colleen,3745
93,Willie,3548,Sherri,3745
94,Roy,3522,Darlene,3727
95,Darrell,3496,Anna,3673
96,Arthur,3483,Tonya,3630
97,Allen,3417,Judy,3510
98,Tracy,3377,Tamara,3480
99,Harold,3321,Cathy,3420
100,Albert,3300,Holly,3397
101,Victor,3270,Joyce,3396
102,Joel,3229,Melinda,3383
103,Tim,3141,Victoria,3362
104,Louis,2993,Kristine,3313
105,Marc,2969,Deanna,3298
106,Jack,2964,Martha,3270
107,Lee,2963,Kristin,3261
108,Ronnie,2909,April,3252
109,Frederick,2888,Beverly,3219
110,Kurt,2846,Judith,3215
111,Kelly,2785,Jane,3213
112,Ralph,2784,Penny,3110
113,Marvin,2733,Veronica,3093
114,Brent,2688,Marie,3083
115,Micheal,2644,Vicki,3053
116,Eugene,2620,Melanie,3050
117,Aaron,2599,Julia,3045
118,Brett,2576,Jodi,3031
119,Darrin,2568,Maureen,3015
120,Howard,2550,Shannon,2992
121,Eddie,2532,Betty,2948
122,Ernest,2505,Virginia,2940
123,Adam,2501,Shirley,2919
124,Tommy,2464,Jean,2918
125,Greg,2458,Heather,2897
126,Leonard,2456,Sonya,2868
127,Stanley,2443,Gloria,2858
128,Derrick,2438,Ruth,2847
129,Juan,2385,Yvonne,2824
130,Benjamin,2378,Ellen,2805
131,Reginald,2329,Yolanda,2770
132,Jesse,2314,Joan,2724
133,Dwayne,2266,Joanne,2723
134,Darin,2250,Sheri,2719
135,Chad,2203,Rita,2688
136,Jim,2199,Dorothy,2666
137,Norman,2171,Traci,2659
138,Carlos,2161,Jamie,2657
139,Nicholas,2144,Peggy,2649
140,Duane,2117,Shelley,2547
141,Derek,2110,Rose,2532
142,Melvin,2044,Carrie,2475
143,Andre,2028,Yvette,2473
144,Harry,1993,Helen,2448
145,Erik,1961,Crystal,2422
146,Kyle,1957,Sylvia,2410
147,Jerome,1944,Vickie,2395
148,Antonio,1913,Amanda,2328
149,Theodore,1904,Kristen,2322
150,Brad,1900,Natalie,2309
151,Fred,1877,Charlotte,2301
152,Edwin,1872,Gail,2301
153,Tom,1851,Becky,2297
