rank,male_name,male_count,female_name,female_count
1,Michael,85208,Lisa,45029
2,David,63703,Michelle,34320
3,James,59912,Jennifer,33701
4,John,58776,Kimberly,33079
5,Robert,58327,Melissa,23022
6,William,37633,Amy,21465
7,Christopher,35702,Angela,21054
8,Mark,33396,Mary,19851
9,Brian,31696,Tammy,19051
10,Richard,31111,Laura,17920
11,Jeffrey,28980,Susan,17808
12,Scott,28687,Julie,17738
13,Thomas,27479,Karen,17638
14,Steven,26549,Christine,16754
15,Joseph,26187,Kelly,16328
16,Kevin,23568,Elizabeth,15296
17,Timothy,23371,Tracy,15107
18,Daniel,23184,Patricia,14953
19,Charles,21678,Stephanie,14492
20,Anthony,20906,Lori,14018
21,Eric,20757,Dawn,13768
22,Paul,20698,Tina,13600
23,Kenneth,17552,Cynthia,13520
24,Matthew,17472,Pamela,13359
25,Jason,16500,Sandra,12183
26,Gregory,16172,Donna,11450
27,Stephen,15098,Deborah,11189
28,Todd,14753,Rebecca,10952
29,Ronald,14623,Wendy,10624
30,Donald,12778,Michele,10559
31,Patrick,12683,Shannon,10451
32,Edward,12458,Teresa,10357
33,Andrew,11290,Linda,10248
34,Douglas,11249,Heather,10069
35,Gary,11149,Denise,9800
36,Keith,9448,Sharon,9690
37,Sean,9355,Christina,9325
38,George,9203,Brenda,8992
39,Craig,8786,Barbara,8808
40,Larry,8285,Maria,8385
41,Shawn,8271,Cheryl,8345
42,Troy,8096,Kathleen,8300
43,Peter,7836,Debra,7950
44,Dennis,7363,Rhonda,7918
45,Jerry,7288,Nancy,7900
46,Jonathan,7087,Robin,7500
47,Frank,6923,Nicole,7215
48,Jeffery,6740,Andrea,7204
49,Rodney,6668,Theresa,6858
50,Raymond,6643,Paula,6753
51,Bryan,6474,Jill,6667
52,Terry,6415,Stacey,6616
53,Bradley,6394,Stacy,6487
54,Tony,5515,Tonya,6167
55,Randy,5266,Carol,6140
56,Jose,5189,Sherry,6140
57,Russell,5160,Ann,6130
58,Corey,4925,Catherine,6094
59,Roger,4908,Monica,6036
60,Darren,4663,Dana,6023
61,Aaron,4601,Diane,5945
62,Carl,4525,Jacqueline,5922
63,Marc,4503,Gina,5913
64,Samuel,4434,Leslie,5835
65,Gerald,4386,Tracey,5624
66,Chris,4288,Kim,5452
67,Jon,4217,Renee,5255
68,Johnny,4216,Sheila,5246
69,Chad,4060,Rachel,5242
70,Vincent,4059,Katherine,5168
71,Lawrence,4047,Carolyn,5133
72,Bruce,4045,Sarah,5078
73,Danny,4013,Margaret,5044
74,Phillip,4009,Cindy,4957
75,Wayne,3902,Suzanne,4905
76,Alan,3860,Kristin,4754
77,Billy,3773,Kathy,4752
78,Martin,3765,Tamara,4652
79,Jimmy,3759,Laurie,4627
80,Joel,3682,Diana,4532
81,Curtis,3680,Heidi,4531
82,Bobby,3652,Beth,4461
83,Joe,3619,Victoria,4390
84,Walter,3568,Janet,4383
85,Randall,3567,Valerie,4298
86,Philip,3545,Regina,4268
87,Shane,3539,Holly,4124
88,Glenn,3469,Deanna,4067
89,Dean,3447,Melinda,3989
90,Ricky,3416,Tanya,3966
91,Benjamin,3383,Carla,3965
92,Brent,3358,Melanie,3926
93,Darrell,3248,Terri,3901
94,Jay,3186,Carrie,3887
95,Brett,3184,Jodi,3865
96,Dale,3157,Kristen,3812
97,Arthur,3137,April,3800
98,Steve,3073,Yolanda,3772
99,Barry,3062,Anna,3715
100,Henry,3061,Julia,3714
101,Willie,3047,Anne,3710
102,Victor,3045,Shelly,3675
103,Lance,3030,Lynn,3647
104,Juan,3021,Kathryn,3618
105,Roy,3002,Connie,3547
106,Jeff,2977,Sherri,3529
107,Derrick,2942,Tara,3520
108,Albert,2937,Veronica,3449
109,Derek,2930,Colleen,3413
110,Carlos,2895,Kristine,3325
111,Allen,2890,Danielle,3173
112,Mike,2872,Traci,3130
113,Adam,2868,Annette,3105
114,Travis,2867,Erin,3060
115,Kelly,2792,Kelli,3055
116,Frederick,2777,Christy,3051
117,Harold,2767,Alicia,3048
118,Lee,2762,Crystal,2988
119,Micheal,2721,Tricia,2982
120,Erik,2720,Anita,2917
121,Louis,2626,Jamie,2900
122,Jack,2611,Amanda,2816
123,Nicholas,2586,Sonya,2800
124,Antonio,2443,Sara,2794
125,Reginald,2425,Vicki,2747
126,Ralph,2417,Wanda,2684
127,Ronnie,2415,Debbie,2652
128,Jesse,2378,Kristi,2649
129,Shannon,2372,Bonnie,2645
130,Ernest,2360,Kellie,2640
131,Eugene,2350,Janice,2633
132,Kurt,2284,Sheri,2601
133,Leonard,2264,Cathy,2521
134,Ryan,2252,Jessica,2492
135,Tommy,2249,Shelley,2479
136,Glen,2242,Kristina,2463
137,Marcus,2218,Darlene,2459
138,Tyrone,2217,Virginia,2443
139,Marvin,2199,Martha,2426
140,Christian,2194,Samantha,2423
141,Tracy,2168,Beverly,2406
142,Howard,2145,Penny,2361
143,Kyle,2140,Yvonne,2354
144,Dwayne,2114,Tiffany,2351
145,Brad,2107,Marie,2247
146,Eddie,2095,Felicia,2238
147,Kirk,2084,Vanessa,2233
148,Jeremy,2083,Joyce,2230
149,Andre,2063,Carmen,2196
150,Alexander,2020,Gloria,2167
151,Greg,1990,Cassandra,2162
152,Luis,1985,Yvette,2161
153,Theodore,1944,Natalie,2152
154,Nathan,1909,Betty,2134
155,Stanley,1903,Becky,2093
156,Duane,1887,Joanne,2084
157,Wesley,1860,Judith,2076
158,Darrin,1814,Peggy,2057
159,Darin,1790,Toni,2056
160,Cory,1782,Charlotte,2026
161,Edwin,1777,Maureen,2013
162,Melvin,1771,Judy,2004
163,Calvin,1710,Charlene,1998
164,Neil,1682,Tammie,1989
165,Manuel,1677,Jody,1959
166,Jerome,1671,Sabrina,1944
167,Justin,1666,Jean,1908
168,Mitchell,1654,Ruth,1903
169,Norman,1653,Ellen,1892
170,Mario,1631,Jane,1880
171,Harry,1626,Tracie,1875
172,Earl,1621,Rose,1871
173,Daryl,1603,Shirley,1865
174,Darryl,1594,Vickie,1860
175,Jody,1590,Helen,1857
176,Fred,1576,Kerry,1853
177,Ricardo,1574,Shawn,1823
178,Maurice,1570,Sylvia,1814
179,Karl,1567,Kimberley,1806
180,Jamie,1566,Katrina,1791
181,Tim,1547,Dorothy,1777
182,Ray,1525,Monique,1749
183,Warren,1522,Sonia,1743
184,Clifford,1508,Rita,1735
185,Alfred,1497,Alice,1715
186,Stacy,1492,Sheryl,1707
187,Clinton,1480,Joy,1692
188,Damon,1456,Jeanette,1686
189,Francis,1428,Robyn,1686
190,Jim,1427,Kelley,1685
191,Jesus,1403,Elaine,1684
192,Lonnie,1387,Trina,1683
193,Wade,1365,Belinda,1675
194,Don,1349,Allison,1651
195,Clarence,1339,Frances,1643
196,Roberto,1323,Joann,1635
197,Joshua,1322,Bridget,1597
198,Miguel,1304,Emily,1577
199,Bernard,1281,Dina,1571
200,Rick,1271,Joan,1566
201,Ruben,1237,Leigh,1563
202,Leroy,1231,Gail,1562
203,Franklin,1224,Norma,1556
204,Kent,1224,Loretta,1543
205,Terrence,1218,Karla,1535
206,Alex,1215,Tami,1532
207,Tom,1214,Erica,1505
208,Byron,1204,Roberta,1505
209,Dwight,1200,Stacie,1502
210,Joey,1190,Leah,1491
211,Guy,1170,Lora,1475
212,Dan,1163,Eileen,1474
213,Leon,1151,Kari,1471
214,Geoffrey,1138,Ronda,1458
215,Hector,1130,Evelyn,1453
216,Gilbert,1109,Rosa,1439
217,Francisco,1108,Shari,1409
218,Brandon,1107,Marilyn,1397
219,Bill,1076,Jeanne,1376
220,Vernon,1072,Kristy,1372
221,Alvin,1062,Audrey,1360
222,Ted,1055,Kara,1355
223,Adrian,1044,Lara,1354
224,Leslie,1043,Caroline,1353
225,Gene,1039,Erika,1351
226,Gordon,1013,Jackie,1342
227,Herbert,1011,Krista,1322
228,Oscar,1008,Tonia,1318
229,Dana,1006,Sonja,1313
230,Ron,1004,Kristie,1311
231,Nathaniel,994,Sally,1310
232,Jorge,982,Lauren,1304
233,Terrance,982,Shelia,1303
234,Roderick,979,Candace,1298
235,Kerry,977,Ginger,1276
236,Lloyd,969,Rochelle,1270
237,Marty,961,Dena,1264
238,Andy,944,Lorraine,1248
239,Lewis,944,Melody,1247
240,Kelvin,943,Terry,1244
241,Angel,938,Kerri,1241
242,Ramon,905,Sandy,1241
243,Perry,895,Juanita,1219
244,Gregg,885,Joanna,1216
245,Ross,885,Raquel,1206
246,Shaun,880,Christie,1203
247,Gabriel,865,Gwendolyn,1200
248,Pedro,843,Deana,1193
249,Raul,843,Shawna,1189
250,Stuart,837,Lynette,1176
251,Donnie,830,Jo,1166
252,Ian,828,Angie,1161
253,Stacey,828,Kirsten,1155
254,Jimmie,826,Teri,1153
255,Rafael,819,Cheri,1148
256,Rene,816,Marsha,1145
257,Allan,814,Lee,1134
258,Trevor,812,Trisha,1125
259,Javier,808,Claudia,1120
260,Clayton,800,Marcia,1115
261,Matt,800,Alisa,1109
262,Jaime,798,Irene,1108
263,Floyd,797,Gretchen,1106
264,Bret,792,Staci,1097
265,Fredrick,786,Molly,1093
266,Johnnie,777,Meredith,1092
267,Charlie,772,Roxanne,1090
268,Jessie,772,Eva,1089
269,Roland,772,Alison,1077
270,Nelson,765,Marla,1066
271,Dustin,758,Darla,1058
272,Toby,753,Bobbie,1057
273,Leo,742,Dianna,1051
274,Bryant,734,Jenny,1039
275,Jackie,733,Doris,1038
276,Marshall,723,Megan,1032
277,Lester,718,Amber,1026
278,Alberto,712,Lynda,1015
279,Robbie,711,Candy,1012
280,Spencer,709,Jana,1008
281,Neal,704,Karin,1008
282,Armando,703,Sherrie,1007
283,Trent,703,Leticia,992
284,Cedric,701,Cherie,991
285,Timmy,699,Adrienne,981
286,Jared,686,Antoinette,980
287,Casey,680,Hope,980
288,Fernando,679,Aimee,971
289,Kenny,677,Ramona,969
290,Clint,673,Lorie,964
291,Eduardo,668,Vicky,964
292,Clifton,667,Ana,961
293,Herman,666,Dianne,955
294,Freddie,662,Jacquelyn,955
295,Grant,658,Misty,949
296,Mathew,658,Rachelle,946
297,Nick,658,Tabitha,944
298,Jacob,655,Glenda,943
299,Milton,652,Jodie,936
300,Ivan,639,Priscilla,920
301,Edgar,638,Phyllis,905
302,Orlando,627,Angelia,902
303,Terence,624,Janine,896
304,Cary,622,Marlene,889
305,Loren,614,Shana,877
306,Arnold,609,Constance,874
307,Scotty,608,Kendra,870
308,Clyde,607,Lana,858
309,Dexter,605,Doreen,854
310,Dominic,604,Audra,844
311,Noel,602,Bernadette,836
312,Bradford,601,Billie,823
313,Rickey,594,Christi,816
314,Marco,593,Nichole,816
315,Randolph,590,Lynne,813
316,Frankie,588,Nina,813
317,Scot,588,Tammi,812
318,Sam,584,Sue,811
319,Colin,583,Vivian,811
320,Seth,582,Lydia,810
321,Ben,579,Leanne,801
322,Julio,579,Rosemary,794
323,Harvey,577,Camille,784
324,Randal,575,Lillian,773
325,Felix,573,Latonya,772
326,Dave,563,Desiree,771
327,Wendell,562,Dionne,769
328,Vance,556,Jeannie,768
329,Bart,553,Lucinda,756
330,Cecil,552,Arlene,738
331,Sidney,547,Paige,733
332,Evan,545,Wendi,732
333,Chester,544,Rachael,725
334,Gerard,544,Lesley,714
335,Angelo,538,Keri,711
336,Enrique,538,Nora,709
337,Dewayne,536,Esther,706
338,Dion,532,Courtney,699
339,Otis,532,Josephine,699
340,Erick,530,Grace,696
341,Lorenzo,528,Mona,690
342,Rudy,528,Jeannette,682
343,Alfredo,527,Ruby,682
344,Heath,524,Candice,679
345,Julian,523,Patty,679
346,Robin,523,Serena,676
347,Blake,521,Marcy,671
348,Alejandro,516,Cathleen,670
349,Isaac,515,Rene,670
350,Doug,512,Marjorie,669
351,Carlton,510,Janelle,665
352,Curt,510,Marianne,662
353,Sammy,509,Stefanie,661
354,Preston,507,Bobbi,660
355,Salvatore,502,Tabatha,658
356,Ken,495,Annmarie,652
357,Tyler,492,Mindy,648
358,Garrett,488,Pauline,648
359,Cameron,483,Elisa,647
360,Arturo,482,Ashley,641
361,Donovan,479,Angel,640
362,Rex,479,Daphne,640
363,Sergio,479,Lorrie,640
364,Brendan,470,Darcy,639
365,Everett,467,Christa,638
366,Hugh,464,Paulette,638
367,Luke,451,Cara,636
368,Omar,450,Leann,636
369,Claude,448,Deirdre,631
370,Demetrius,448,Laurel,631
371,Teddy,448,Angelique,624
372,Lamont,443,Bethany,622
373,Malcolm,441,Gayle,620
374,Darnell,440,Katie,617
375,Stephan,437,Jeanine,615
376,Lyle,434,Miriam,613
377,Clay,433,Anissa,607
378,Devin,431,Chandra,607
379,Lynn,431,Shanna,606
380,Bob,426,Iris,604
381,Ty,425,Edith,603
382,Zachary,421,Louise,602
383,Myron,418,June,599
384,Jerald,415,Susanne,597
385,Alonzo,414,Sophia,594
386,Garry,413,Celeste,592
387,Wallace,413,Bridgette,591
388,Clark,411,Dolores,586
389,Ira,411,Shauna,586
390,Chuck,409,Deanne,583
391,Jonathon,407,Lucy,581
392,Sheldon,407,Cristina,578
393,Bryon,405,Patti,578
394,Rob,405,Irma,574
395,Kendall,402,Jenifer,572
396,Darrel,401,Kimberlee,572
397,Morris,400,Annie,571
398,Scottie,399,Jan,570
399,Benny,398,Francine,567
400,Johnathan,396,Tamra,567
401,Tracey,395,Geraldine,566
402,Monte,394,Lois,565
403,Ernesto,392,Georgia,563
404,Daren,390,Suzette,561
405,Mickey,385,Alexandra,550
406,Virgil,385,Nadine,546
407,Jeffry,383,Cecilia,543
408,Sherman,383,Patrice,541
409,Earnest,380,Sondra,540
410,Drew,376,Jami,537
411,Max,376,Maryann,536
412,Robby,374,Angelina,534
413,Julius,372,Ladonna,533
414,Salvador,368,Carole,532
415,Kris,365,Kris,529
416,Alfonso,363,Chris,528
417,Kim,361,Marci,528
418,Israel,357,Lea,527
419,Cesar,355,Melisa,527
420,Alton,352,Naomi,527
421,Gilberto,352,Margarita,526
422,Rory,351,Debora,523
423,Gerardo,346,Faith,523
424,Carey,344,Elena,521
425,Dirk,344,Dora,520
426,Pete,342,Emma,516
427,Antoine,341,Alma,510
428,Marion,341,Marnie,510
429,Blaine,340,Natasha,510
430,Rusty,340,Marcella,507
431,Dominick,336,Tania,501
432,Luther,335,Janie,499
433,Andres,334,Kay,498
434,Edmund,333,Marlo,498
435,Morgan,333,Nikki,493
436,Bennie,331,Jeri,492
437,Pablo,329,Guadalupe,484
438,Oliver,326,Jennie,483
439,Thad,323,Lena,482
440,Stewart,322,Ingrid,479
441,Archie,319,Janette,479
442,Terrell,319,Rosemarie,479
443,Jarrod,318,Adriana,476
444,Lamar,314,Tonja,471
445,Willard,311,Amelia,465
446,Marcos,307,Deena,465
447,Abraham,302,Mia,462
448,Laurence,302,Malinda,460
449,Dallas,301,Michael,457
450,Elmer,300,Edna,455
451,Monty,296,Jeannine,455
452,Tod,294,Julianne,455
453,Kurtis,287,Delores,454
454,Leland,283,Lorena,453
455,Lionel,283,Myra,453
456,Damian,282,Lynnette,452
457,Rodolfo,281,Tamera,452
458,Abel,277,Mildred,450
459,Forrest,277,Valarie,445
460,Cornelius,274,Luz,442
461,Doyle,274,Noelle,442
462,Owen,274,Deann,438
463,Tommie,274,Beatrice,437
464,Wilbert,272,Marcie,437
465,Grady,270,Brandi,436
